sentence,intensity_level,intensity_level_normalized,intensity_category
আমার বালে নিজের দেশের খবর রাখে না আছে আমেরিকা লইয়া,1,0,Disagreement
তন্ময়কে মাফ করা ঠিক হয়নি ওর বিরুদ্ধে মামলা করা উচিৎ ছিলো,1,0,Disagreement
মাহি এবং তার বাবার জামাতের ১ ইউনিয়নের ভোট ও নেই	Political,1,0,Disagreement
নাট্যজগতের সবথেকে ফালতু জঘন্যতম নাটক,1,0,Disagreement
মন্ত্রীদের কিছু কথাতে সরকার ও আওয়ামিলীগ এর অর্জন ম্লান হচ্ছে জয় বাংলা,1,0,Disagreement
ভালগার প্রশ্ন বাদ দিয়া ভালো কন্টেন্ট বানাতে চেষ্টা কর।,1,0,Disagreement
সত্য কথা বললেই লীগকারীদের গায়ে আগুন জ্বলে,1,0,Disagreement
এসব আলতু ফালতু ছবি দেখলে মেজাজ গরম হয় বিশ্রি,1,0,Disagreement
মেয়েরা কি এখন বিড়ি আন্দোলন করবে,1,0,Disagreement
এগুলার ঠান্ডা লাগে না,1,0,Disagreement
এই পুরোহিতের  বক্তব্য  শুনে কি হুশ হবে না তাদের  যারা মুসলমানদের গালি দেয়??,1,0,Disagreement
কি করবা ভাই সব তোমার কৃতকর্মের ফল কিছুটা তো ভোগ করতেই হবে চোখের পানি শেষ অইয়া গেলে গ্লিসারিন লাগাইয়া নিস ভাই প্রচুর কাঁদতে হবে,1,0,Disagreement
আমার মনে হয় রাহুল ভাইয়ের এই পাগল হিন্দু দের সাথে কথা বলা উচিৎ না কারণ  সে সুদু বলতে  এসেছে  সে সুনতে আসেনি,1,0,Disagreement
ট্রাম্পকে নিয়ে বেশি বারাবারি ভালো না। চায়নার সাথে হাত মেলাবে কারন অর্থনীতি চাংগা করার জন্য? খেসারত দিতে হবে ভারত ও বাংলাদেশকে? ট্রাম্পকে নিয়ে এতো খুশী হওয়া ঠিক নয়।,1,0,Disagreement
পারবে না। কারণ ভারতের ইন্দিরা গান্ধী ছিল। শেখ হাসিনার অত দম নেই।,1,0,Disagreement
বারোবাতারী তোদের আবার বিয়ে ছিঃ ছিঃ ছিঃ,1,0,Disagreement
ওদের টাকার দরদ নাই মনে হয়,1,0,Disagreement
যারা কৃষ্ণ ভক্ত আছেন তারা বলবেন কৃষ্ণ কেন তার মামী রাঁধার সাথে পরকীয়া করল,1,0,Disagreement
ভারতের কিছু অন্নায় আবদার মানতে হয় কিতগতার বসে  	Geopolitical,1,0,Disagreement
"অপু ছবি কেউ দেখবেন না, আমরা যদি ছবি না দেখি তাহলে ওকে নিয়ে ছবি বানাবে না, ওকে দেখতে তো এখন বুড়ি লাগে, ও শাকিবকে বিয়ে করেছে টাকার লোভে",1,0,Disagreement
আমি জান্তাম না যে তুমি জন্ম এর পর থেকে টেরা,1,0,Disagreement
বেগম খালেদা জিয়ার সাথে কাউয়ার তুলনা? এইটা হাস্যকর এইটা জনগনের জন্য সত্যিই হাস্যকর 😀😀😀😆😆😆,1,0,Disagreement
আজ পর্যন্ত কোন বলৎকারীর বিচার হয়েছে,1,0,Disagreement
এই ঝড়ে লুঙ্গি হারানোর সম্ভবনা রয়েছে প্রচুর ধনের মালিক বুড়ো কাকুরা সাবধান,1,0,Disagreement
ঠিক বলেছেন দাদা আমার মনে হয় উনার মাথায় সমস্যা আছে,1,0,Disagreement
"সাংবাদিক সাহেব,  কাজ না থাকলে একটা সেলুন দেন। সেখানে বসে বসে আপনাদের মত আজাইরা সাংবাদিকের বাল কেটে দেন। তবুও জাতি এইসব খবর  দেখা থেকে বেঁচে যাবে।",1,0,Disagreement
ইতি মধ্যে পাকিস্থানের মিডিয়া খবর দিয়েছে দশ ভারতীয় সৈন্য খতম আরো আটারো জন জখম ভারত শুধু সাধারণ মানুষ কে টার্গেট করে পাকি সৈন্যদের কিছুই করিতে পারেনা,1,0,Disagreement
দয়া করে কেও অশ্লীল ভাষা চোদাবেন না,1,0,Disagreement
উত্তর বঙ্গের অভিভাবক আপনি উত্তর বঙ্গের অসহায় মানুষের জন্য আরো কিছু করেন করোনা ফ্যাক্ট,1,0,Disagreement
আমাদের দেশে একটি ঘটনা ঘটলেই মার্কিনরা সবক দিতে আসে মানবতার কথা বলে বাকস্বাধীনতার কথা বলে ওদের দেশে হলে কোনো সমস্যা নাই তখন হয় পুলিশের ডিউটি আর এখানে কিছু মূর্খ বাংলাদেশের সাথে তুলনা করে মার্কিনীদের সাপোর্টে কথা বলে ঐসব মূর্খরা এটা বুঝতে চায়না খারাপ কাজ খারাপই সেটা যে দেশেই হোক,1,0,Disagreement
ওয়াও ফালতু পুস্ট থানকু ফর শেয়ারিং,1,0,Disagreement
"আমাদের সরকার ভোট ডাকাতী কে ও বৈধ বলে,সময় টিভি ও সরকারের পক্ষে, তাহলে কোন সংবাদ সঠিক,,বুজে ফেলুন",1,0,Disagreement
মুড খারাপ তা না হলে গালি দিতাম তোরে,1,0,Disagreement
হুগা এইডার কথা শুনলে হাগু ধরে,1,0,Disagreement
বাংলাদেশের শিক্ষা ব্যবস্থা এই রকম বলে আজ বাংলাদেশের এই লজ্জা জনক অবস্থা,1,0,Disagreement
ভারতীয়দের নাকটা ইদানীং খুব লম্বা হইছে সব খানেই গলে যায়?,1,0,Disagreement
সাবাস বাংলাদেশ বখাটেদের জয় হোক,1,0,Disagreement
কাওয়া কাদের অনেক বুদ্ধি মান লোক তাই সে আগে থেকেই জানে যে আমার ভবিষ্যতে এই ট্রাফিকের কাজ করা লাগবে তাই এখন থেকে প্রশিক্ষণ নিচ্ছে,1,0,Disagreement
"তুমি ঠিকই বলেছো ভাই, ভিখারীর মন কখনো রাজার মত হয় না",1,0,Disagreement
হিন্দি গান বেহেস্তি আর বাংলা গান কুফুরি,1,0,Disagreement
কর্নারের পিক টা দেখে তোমাকে মেয়ে ভাবা আমি,1,0,Disagreement
তোদের কোন কাজ নেই? রানু মন্ডলের পিছে পডেছিস?পরের নিন্দা পর চর্চা করা তোদের একটা স্বভাব হয়ে গেছে,1,0,Disagreement
"এক মাত্র আল-জাজিরা পারবে বাংলাদেশ কে সোজ করতে,,,,,বাশ দিতে",1,0,Disagreement
এই ভাই পোস্ট লিংক পরে কমেন্ট করুন আমাদের দেশ মানে কি এটা ভারত এর কেরালার কাহিনি,1,0,Disagreement
খালেদা জিয়া কি ফেরেশতা না কি 	Personal,1,0,Disagreement
এই হলো বাংলাদেশের রাজনীতিকদের কোয়ালিটি! ছিঃ ছিঃ!! বঙ্গবন্ধু স্বপ্ন আজ কোথায় বিলীন হয়ে গেলো ভেবে লজ্জা পাই।,1,0,Disagreement
এটা ভারতে হলে কালী বা দেবী বলে র্নিঘাত পুজা শুরু করে দিতো,1,0,Disagreement
আবারো লাভ জিহাদের শিকার নারায়ণগঞ্জ জেলা আড়াইহাজার উপজেলা র হাজী বেলায়েত হোসেন ডিগ্রি কলেজে অধ্যয়নরত শ্রী শ্রুতি দে সে স্বপ্নীল নামের এক মুসলিম ছেলের সাথে প্রেমে মগ্ন আমি বুঝানোর চেষ্টা করেছি কোন লাভ হয় নাই পারলে কেউ বুঝাইয়া মেয়েটিকে বাচাইয়া নিয়ে আসেন মেয়ের আইডি ছেলের আইডি,1,0,Disagreement
"জুম্মার দিনে এই রকম পিক দিয়ে, যুব-সমাজ কে নষ্ট করার মানেটা কি?",1,0,Disagreement
"একজন শিক্ষক যদি শিক্ষা গুরু হিসেবে অমার্জনীয় চুল, দেখতে বিচ্ছিরে লাগে এমন চুল কাটতে না পারে তাহলে শিক্ষকতা করার দরকার কিসের? যে যার ইচ্ছামত যেটাই মন চাইবে সেটাই করবে। যার মন চাইবে ল্যাংটা স্কুলে আসবে, ল্যাংটা হয়ে বাড়ি ফিরবে।",1,0,Disagreement
আমেরিকা সরকার নিজেরাই মানবতার লঙ্গন করেন সব চাইতে বেশি,1,0,Disagreement
এই সমস্ত প্রোডাক্ট বাজারে ছাড়ার আগে পর্যায়িতকরণ প্রমিতকরণ গুদামজাতকরণ করা উচিত ছিল ফ্যামিলি,1,0,Disagreement
বাল পাকনা ভালো  এত বেশি বাল পাকনা ভালো না  	Political,1,0,Disagreement
"প্রধান নির্বাচন কমিশনারকে মনে হয়, সবচেয়ে অসহায় ব্যক্তি ।",1,0,Disagreement
আনলাইকের বন্ন্যায় ভেসে যাবে অন্ন্যায়,1,0,Disagreement
"দলীয় প্রতীকে নির্বাচনের কুফল; গৃহযুদ্ধ ছড়িয়ে পড়েছে গ্রামে ইউনিয়নে, দেশজুড়ে",1,0,Disagreement
এতো মানুষরে ডেঙ্গু কামড়াচ্ছে তারা কি তকে দেখে না তাদের কি চোখ অন্ধ,1,0,Disagreement
"আপনাদের মত মূর্খ,সরি!!! ভন্ড মুসলিম কি জানে মহাভারত সম্পর্কে???",1,0,Disagreement
আমি শিউর এখান থেকে কিছু কমেন্ট গুম করা হয়েছে,1,0,Disagreement
এই সমস্ত বালের ড্রেস পইড়া কোন মেয়েরা নিরাপদে থাকতে পারবো প্রমাণ আজ পর্যন্ত কেউ দিতে পারে না মেয়েদের জন্য পদ্মার বোরকা আছে মেয়েরা  যদি এগুলো না পরে ছেলেদের মতো শার্ট প্যান্ট পড়ে তাহলে মেয়েরা নিরাপদ কোথায় তাই বলছি মদিনা সনদে দেশ চালান দেখবেন যৌন হয়রানি  কমে যাবে মা-বোনেরা নিরাপদে থাকবে,1,0,Disagreement
রাজাকার শোভাযাত্রা ও সমাবেশ করা উচিত,1,0,Disagreement
"আরে বেডী তুই যদি আকাডার পাছ না দরতি। তাহলে তুই নাটকের শিডিউল দিয়া কুল পাইতি না।আর থার্ডক্লাস নায়কদের সাথে না,প্রথম সারির অভিনেতাদের সাথে অভিনয় করতি।",1,0,Disagreement
ধন্যবাদ কিছু টা হলেও হালাল হবেকারন এই চাল তো তারাই চুরি করবেএকটু কষ্ট করলে একটা অধিকার প্রতিষ্ঠা হবে,1,0,Disagreement
হিজরা কন্ঠের অধিকারী আপু,1,0,Disagreement
গাঞ্জা খইসে নাকি,1,0,Disagreement
সুচির লোক বাংলাদেশ এ কি করে থাকে,1,0,Disagreement
ওরা আবার বাক স্বাধীনতা আর গনতন্ত্রের ছবক শিক্ষায় আমাদের,1,0,Disagreement
মাঝে মধ্যে আমাদের ভাষা টাকে কেন অপমান করছিস,1,0,Disagreement
"জনগণের বিনা ভোটের অশিক্ষিত মন্ত্রী  সংসদ সদস্য হয়ে চেয়ার দখলে বসে আছে, তাদের মুখের ডায়লগ এমনি হবে।।",1,0,Disagreement
"বলছিলাম হজ্জ্বে যারা যায় তারা সবাই বেকার, প্রধানমন্ত্রী চাকরি খাইছে, এখন আমি নিজেই বেকার",1,0,Disagreement
আল জাজিরা তোমরা বাংলাদেশের এসব উন্নয়ন দেখনা সময় টিভির সাংবাদিক এর মত এসব প্রচার কর শুধু মাফিয়া মাফিয়া কর,1,0,Disagreement
নাম ভাই বাজে যুক্তি দিচ্ছেন,1,0,Disagreement
আর শেখ হাসিনা আছে বলেই বাংলাদেশ হয়েছে ভারত।,1,0,Disagreement
শিক্ষনীয় ধারাবাহিক অথচ ঐতিহাসিক বাস্তব ঘটনা সম্বলিত সোলতান সোলেমান নয় বরং ভারতীয় অপসংস্কৃতির অাঘ্রাসন থেকে দেশপ্রেমিক জনগণ মুক্তি চায় এধরণের বিভ্রান্তিকর নিউজ দেখতে চাই না 	Geopolitical,1,0,Disagreement
ভাইয়া তুমি এগিয়ে যাও অনেক শুভ কামনা তোমার জন্য আর যারা তোমাকে নিয়ে খারাপ মন্তব্য করে আসলেই তারা একটা আবাল,1,0,Disagreement
মানুষের রুচি নষ্ট হয়ে গেছে। এই নাটকে কথা কথা গালিগালাজ করে। আবার হুমায়ুন আহমেদের কোথাও কেউও নেই নাটকের সাথে তুলনা করে,1,0,Disagreement
একবার ভেবে দেখের সালে যদি ভারত বর্ডার না খুলে দিতো তাহলে কি হতো আপনার দলের নেতা কর্মীদের।আমরা আর সোনার বাংলা পেতাম না। ইদ্রিস শেরপুর বগুড়া,1,0,Disagreement
দেখেই খাওয়ার রুচি চলে গেসে,1,0,Disagreement
প্রতিবন্তি লাগে ক্যারে,1,0,Disagreement
বিবিসিই বলছে ভারতীয়ররা গত বছর বিলিয়ন রুপী ধংস করেছে  ভারতীয়রা ও বলছে এটা কোন সমস্যা না  তাহলে কিসের নিউজ হল এটা  যত্তসব 	Geopolitical,1,0,Disagreement
"সুমন সাহেব একজন নতুন ধন্দবাজ আওয়ামী লীগ।  জাতে মাতাল তালে ঠিক, সুমন তালে ঠিক  আওয়ামী লীগ।",1,0,Disagreement
"এত দূর বাংলা দেশ নিয়ে চিন্তা না করে পাশের দেশ আফগানিস্তান, ইরান, ইরাক নিয়ে একটা দেশ বানাও",1,0,Disagreement
ওকে দল থেকে বাদ দেওয়া উচিত।,1,0,Disagreement
আমার তাঁতিরা কিসে খুশি হবে আমি সেই কথাটা বেশী চিন্তা করি। একটা ফেঞ্চ শিফন পরার থেকে আমার তাঁতির হাতে বোনা একটা শাড়ি পরতে আমি সব থেকে বেশি পছন্দ করি। সেখ হাসিনা। প্রধানমন্ত্রীর কাছে তাতীদের প্রতি সু নজর আশাকরি। এলাকার তাতীরাতো সবাই নয় কিছু এখনো বেচে আছে। এদের উপড় একটু জলের ছিটা পড়লেই তাজা হতে পারে।তাই বেশি নয় সুধু ভারতের সীমানা পেড়িয়ে যে দু নম্বর সস্তা শাড়ি বাংলাদেশের বাজারগরম হয় এটা বন্ধ করুন।ফলাফল টাংগাইল সিরাজগঞ্জ পাবনা ঢাকা সহ দেশের তাতীদের চলমান দুরবস্থা থেকে কিছুটা উন্নয়ন,1,0,Disagreement
আপনারা বেশি বাড়াবাড়ি করতেছেন নিজেদের সীমা জানুন,1,0,Disagreement
আপনি ঠিক বলছেন তবে মোল্লাদের মধ্যে এটা বেশি দেখা যায়,1,0,Disagreement
মনে হয় শেরেবাংলা ন্যাশনাল মাঠে? খালেদা জিয়া মাঠে নামবে সে জন্য সমাপ্ত ঘোষণা করা হোক,1,0,Disagreement
পারবে না  কারণ ভারতের ইন্দিরা গান্ধী ছিল  শেখ হাসিনার অত দম নেই 	Geopolitical,1,0,Disagreement
আগে ভারতীয় নষ্ট টিভি সিরায়াল গুলা বন্ধের জন্য অন্দোলন করেন সেটাই ভালো হবে ভারতীয় সিরিয়াল গুলাই বেশি ক্ষতিকর ও বিপদজনক	Geopolitical,1,0,Disagreement
"ওর ভিতরে খোজ নেন, আরো আওয়ামিলীগ নেতা খুইজা পাবেন।",1,0,Disagreement
বাঙ্গালির শরীরে ১ ফোটা রক্ত থাকতে পাকিস্তান বাংলাদেশ এক হতে পারে না।,1,0,Disagreement
নেই বানান ভুল লিখেছে প্রশ্নে,1,0,Disagreement
বালর দেশো আছি। ভালা কাম করলেই ওলা কারবার।,1,0,Disagreement
রিপনের ছোট্ট বাড়া জিবনেও...হয়না খাড়া!! একটু দিলে নাড়া.. শুরু হয় পানি পড়া! তবুও রিপন ছন্দে সেরা| অল্প বয়সে পাকলে বাল দুঃখ থাকে চিরকাল বেলি ফুলের গন্ধে আমার মনে আনন্দ,1,0,Disagreement
যে নিজেকে সেফ করতে পারেনা সে তার বান্দা কে সেফ করবে কেমনে,1,0,Disagreement
"এটা হচ্ছে আমার সোনার বাংলার নিয়ম, ভাল মানুষ কে দমন করা আর খারাপ কে উৎসাহ দেয়া",1,0,Disagreement
আমার কাছেতো উপস্থাপিকার দূধ ভালো লাগছে��,1,0,Disagreement
লুঙ্গি ড্যান্স হবেনা ক্যান,1,0,Disagreement
যেকোনো তর্কে আমারে কইবো আরে ফেইক লকড যে তাই,1,0,Disagreement
একটা মিউসিক দিয়া সবাই এমন টানা মাইরা মুচরামুচরি করতাছে কেন কি হইছে এদের,1,0,Disagreement
পড়াশুনা না করে শুধু নাস্তিকদের ব্লগ পড়লে আপনি কখনোই সঠিক পথের সন্ধান পাবেন না,1,0,Disagreement
এই প্রজন্ম না পরোখ  পরবর্তী প্রজন্ম  তাদের ভাইয়ের বিচার আদায় করে নিবে  ইন শা আল্লাহ,1,0,Disagreement
তাহলে জো বাইডেনও সমকামী,1,0,Disagreement
মাথা হট করাসনা কচো,1,0,Disagreement
তোমাদের মত হলুদ মিডিয়া না আল জাজিরা,1,0,Disagreement
"একদম লেভের প্লেয়িং ফিল্ড, আমাদেরটাতে এত কাটা কেন একটু ঠিক করে দিন",1,0,Disagreement
ভারত বেচার অনেক ভয়ে আছে তাই সব সৈন্য পাকি সীমান্তে মোতায়েন করেছে,1,0,Disagreement
গালাগালি বিষয় টাই খারাপ,1,0,Disagreement
উনি মুমিনরুপী রসালো নাস্তিক,1,0,Disagreement
ভারত কি শুধু গন্ডগোল করে বেড়ায় ।,1,0,Disagreement
ট্রাম্প সাহেব বলেন সিএনএন না কি ভুয়া খবর ছড়ায়,1,0,Disagreement
আপনাদের উক্তি এমনটাই হবে এর উপরে উঠার যোগ্যতা যে নাই,1,0,Disagreement
আপনি অনশন করেন নাম কে বিয়ে করার জন্য,1,0,Disagreement
আর শেখ হাসিনা আছে বলেই বাংলাদেশ হয়েছে ভারত 	Geopolitical,1,0,Disagreement
আল্লাহ পাক এদের উপর গজব নাজিল করুন,1,0,Disagreement
"আওয়ামী পুলিশের লাঠিচার্জে নার্সের গর্ভপাত, আসলেই কি আমাদের লজ্জা আছে?",1,0,Disagreement
এখানে যারা ঝগড়া করতে আসে যুক্তি তর্কে আসে না তাদের কে তেল মারার কি আছে,1,0,Disagreement
এজন্য ভারত বাংলাদেশে এসে হোয়াইট ওয়াস হয়েগেছে মনে নেই 	Geopolitical,1,0,Disagreement
এদেশে ধর্ষকের শাস্তি হয় না কিন্তু ধর্ষিতার মানসিক শাস্তি ঠিকই হয়,1,0,Disagreement
নাটক ধংসের অন্যতম কারিগর এখন কাজল আরফিন অমি।,1,0,Disagreement
সবাই যেন মায়ের আরতি ঢাক দিয়ে করে সবার কাছে অনুরুত রইল আমাদের ডিজের কারণে মুসলমানেরা আমাদের ধর্ম কে মানে না,1,0,Disagreement
তুৃমি কি মিয়া মাইয়া ছাড়া থাকতে পারো না,1,0,Disagreement
অযথা জনগণের টাকা নষ্ট। বাংলাদেশে জাতীয় দলের পেছনে যে টাকা ব্যয় হয় তা দিয়ে বাংলাদেশের অসহায় মানুষের মৌলিক চাহিদা গুলো পূরন করা যেত।,1,0,Disagreement
ইসি এই দায়িত্ব পালন করতে পারে না   	Political,1,0,Disagreement
বাংলাদেশী হয়ে বাংলায় কথা বলতে কি লজ্জা লাগে,1,0,Disagreement
যতো দিন হিন্দু একজোট হয়ে বিরোধিতা করবে না ততোদিন হিন্দু দের ওপর অতাচারিত হবে মুসলিম দুনিয়ার,1,0,Disagreement
আমেরিকায় সাংবাদিকতা নিরাপদ নয় তারা আবার বাংলাদেশ নিয়ে কথা বলে,1,0,Disagreement
তারপরও কিছু পুলাপান অটো পাশ চাইবে,1,0,Disagreement
তোদের ভারত বাবাজির ইতিহাসের ভুল বলিশ কেন?,1,0,Disagreement
এই সরকার ই জড়িত ।,1,0,Disagreement
সনাতন চিরন্তন ধর্ম রিচাস কর  বেটা ইসকন প্রভুদের বক্তব্য মন দিয়ে শোন । ইসলাম ধর্ম হলো মানুষের বানানো  ধর্ম ।,1,0,Disagreement
লাভ নাই আম্লীগ আর যে কদিন ভারতও সে কদিন এমনিতেই আম্লিগ গাট্টী গোট্টা বাইন্ধা রেডি আছে।,1,0,Disagreement
তার সেঞ্চুরী উদযাপন নিয়ে খারাপ কিছু দেখি না। কিন্তু সে ড্রেসিং রুমের দিকে তাক করে করবে কেন।,1,0,Disagreement
"ইফতার মাহফিল নিষিদ্ধ হবে, আর পূজা স্পন্সর করা হবে",1,0,Disagreement
আদিম যুগের নেংটামি আর অসভ্যতা আর বর্বর ন্যাকামি যদি সুন্দর হয় তাহলে বড় বড় ছেলে কি আর বলার আছে,1,0,Disagreement
ইংলিশ এ মিয়া খলিফা গাঁজা টানে আর বাঙালিরারা টানলেই দোষ ধইরা ফেল্লা	Personal,1,0,Disagreement
দাদা তুমি অনেক বড় মাপের খেলোয়াড় ও বড় মাপের মানুষ ।কিন্তু তুমি বলেছো এই পিজে বাংলাদেশ রান করতে পারবেনা ।মেনে নিলাম যদি বাংলাদেশ রান করে তোমার ভারত কি পারবে করতে মনে হচ্ছে না। ফিজ।ম্যাস। সাকিব।রিয়াদ। তাজকিন ।অনেক ঝড়ের নাম আছে।পারলে আসুন,1,0,Disagreement
আমরা কি তা আপনার মত অর্বাচীন বালকের জানার দরকার নাই ভাষায় যারা বুঝে না তারা কচু খেলে কি বুঝে,1,0,Disagreement
দুর মিয়া কি ভিড়ু দেন হাসতে হাসতে মুতে দেই,1,0,Disagreement
বাইরে থাক আর গুঁতাগুঁতি কর।,1,0,Disagreement
নিজের দেশের কথা ভাবেন পাকিস্তানের জন্য আদা ভিজায়া কাইন্দেন না,1,0,Disagreement
তোমরা ধর্ম নিয়ে এগুলো কি ফাইসলামি শুরু করছ। মানুষ যে ধর্ম নিয়ে জন্মায় তাহাই ধর্ম!,1,0,Disagreement
তোরা কিসের সমথর্ন,1,0,Disagreement
একাত্তরে ভারত আশ্রয় দিয়েছিলো এখন বাংলাদেশের বড়ো অংশ গালি দেয় ভারতকে 	Geopolitical,1,0,Disagreement
এমপি মন্ত্রী ও দালাল মিডিয়ার ঘুম হারাম করে দিয়েছে আল জাজিরা,1,0,Disagreement
সদ্য শান্তিতে নোবেল পেলো দুইজন সম্মানীত সাংবাদিক তাদের ক্ষুরধার লেখনির জন্য  আর এইখানের সাংঘাতিক গুলো বেঁচে আছে যৌনতা আর পদলেহনের জন্য,1,0,Disagreement
এই নিয়ম চালু হলে অপরাধ বৈধতা পাবে তাই এই নিয়ম ভারতের সঙ্গে চালুর কোনো প্রয়োজন নেই ।,1,0,Disagreement
সারা বাংলাদেশের জনগণ আওয়ামী লীগ কে প্রত্যাখান করেছে।,1,0,Disagreement
প্রতিটা ধর্মই শান্তির ফুলঝুরি ঝরায় শান্তির রক্তময় বৃষ্টি বর্ষণ করে আর স্ব স্ব ধর্মের অনুসারীরা সেই অন্য ধর্মের অনুসারীদের রক্তমাখা বর্ষণে স্নাত হয়ে পবিত্র হয় আ মি ন চুম্মা আমিন,1,0,Disagreement
"স্যালুট সেই মাদ্রাসা শিক্ষককে,  তবে আরো খুশি হতাম যদি চুল না কেটে বেল করে দিতেন। বখাটেদের এমনি হয়া উচিত।",1,0,Disagreement
মানি নাহ ১০০ কমাইতে হয়বো,1,0,Disagreement
"দিবাকর দেবনাথ দাদা পড়াশোনা করুন ,জয় শিরাম স্লোগান দিয়ে কিছু লাভ হবেনা",1,0,Disagreement
তোমার হেড লাইন লিখাটা থেকে বাংলাদেশ কথাটা বাদ দিলে অর্থ কি দাড়ায়  তাই হতো ভারত এই পিচে খেললে রান করতে পারতো না	Geopolitical,1,0,Disagreement
আমি বুঝিনা সব জায়গায় মেয়েদের ছবি দেয়ার কী আছে আমরা ছেলেরা কী পড়াশোনা করিনা,1,0,Disagreement
আর কতো এইসব দেখতে হবে ভাই ওই মাইয়াকে যদি বলা হয় নাম তোমার কি হয় বলে শুধু বন্ধু আমরা ফিটার খাই কিছু বুঝিনা সমাজ নষ্ট করার কারণ এরা,1,0,Disagreement
"উৎশৃংখল অভদ্র ছেলেদের চুল কেটে দেয়া হয়েছে,, আর তার জন্য শিক্ষককে এরেস্ট করা হয়েছে,, আবার তোরা সেটা প্রচারও করিস,,",1,0,Disagreement
ভারতে চাপ পড়েনা তাতে কি হয়েছে বাংলাদেশেতো পড়েছে। তাছাড়া ভারতীয়র,1,0,Disagreement
রোহিঙ্গাদের জায়গায় যদি ভারত হত মনে হয় বাংলাদেশ সরকার বর্ডার নয় বরং শাড়ী সহ খুলে দিত,1,0,Disagreement
"এখন আর শিক্ষকদের ভেল্যু নেই!  ছাত্ররাই যেখানে শিক্ষকের মারে!   একটা সময় শিক্ষকদের ভয় পেতো,যার জন্য জেনারেশন টাও যথেষ্ট ভালো ছিল!  গার্ডিয়ানদের অসচেতনতা এসবের জন্যই দায়ী! চুলের যে কাটিং দেয়! সামাজিক অবক্ষয় ছাড়া কিছু নয়!   মাদ্রাসার শিক্ষক কে গ্রেফতার করা হলো! আর ভার্সিটির শিক্ষিকা কে এখনো কিছুই করতে পারলোনা!   সেলুকাস!",1,0,Disagreement
আহারে ভারতের বিপক্ষে বলাতে কিছু লোকের জ্বলতেছে	Geopolitical,1,0,Disagreement
শিক্ষা খাত ধ্বংস যে জাতি যত বেশি শিক্ষিত সেই জাতি তত বেশি উন্নত আমাদের বেলায় বিষয়টি বিপরীত,1,0,Disagreement
"আল্লাহ বাঁচাইছে,,জামাত বিএনপির কারো সাথে ছবি থাকতো তাহলে এতক্ষণে যুদ্ধ শুরু হয়ে যেত",1,0,Disagreement
আপনি সাংবাদিকের পার্টনার,1,0,Disagreement
বলদের সেলফি দেখি উল্টা আসে,1,0,Disagreement
এই রকম খারাপ আইডিয়া হিন্দি মুভি থেকে পাইছে এই মুভিতে এই রকম খারাপ কাজটাই করা হয় মৃত্যু মেয়েদের সাথে,1,0,Disagreement
শেয়ার দেওয়া দেখেই বুঝে ফেলেছি এইটা হবে নামের নেক্সট টার্গেট,1,0,Disagreement
রাস্তায় বইসা শুধু শুধু রাস্তা টা নষ্ট করল,1,0,Disagreement
বুঝছি তার এখন গালাগালি শুনতে ভালই লাগে,1,0,Disagreement
উনি কিন্তু নাম বয়েস পলটিয়ে এসেছে,1,0,Disagreement
গোঁজামিলের ধর্ম,1,0,Disagreement
ভাবির ও ভং কম না তো নিজের আঙিনা রেখে যায় অন্যের আঙিনায়,1,0,Disagreement
"বউয়ের দুধ তোমার সন্তানের জন্য, তোমার জন্য না",1,0,Disagreement
যতই রিয়েকশান ভিডিও কইরা তুমি পাবলিক কে বুঝানোর চেষ্টা করো যে তুমি ঠিক আছো আসলো তুমি ঠিক নাই নাম সাস্ক্রাইবার হারাইছো তুমি আহা বেচারা নাম,1,0,Disagreement
দুঃখ লাগে য়খন একজন ইসলামি সৈনিক হয়েও দেশের মানুষের কাছে রাজাকার  সি সি ঘূনা লাগে,1,0,Disagreement
নিউজফিডে আসার জন্য আবারও শেয়ার মারলো আর ভাল্লাগে না একটা মানুষ নিজেরে কত্ত পঁচাইতে পারে ভাইরে তুই এইটা ডিলিট দে তোর ফ্যান গুলাও লজ্জা পায় তোরে দেখলে,1,0,Disagreement
সময়ের ব্যবধানে আওয়ামীলীগের পতন নিশ্চিত: জামায়াত,1,0,Disagreement
ইদানিং ভাইয়াটা মনে হয় বেশি মাত্রায় গাঞ্জা সেবন করে,1,0,Disagreement
বাংলার কারিনা কাপুরচুপুর�,1,0,Disagreement
ভাই ওইটা দিয়ে কি মুমিনদের ইমান ক্র‍্যাক হইলে কি ঠিক হবে,1,0,Disagreement
জাগ্রন মঞ্চ মূলত একটি সরকারের নাটক ছিল যার উদাহরন ইমরান এইচ সরকার,1,0,Disagreement
হ ঠিক ঐ মিয়া তুমি আবার ঠিক সোদাও কেনো,1,0,Disagreement
সস্তা পাবলিসিটি ছিহ নাম আর আপনার মধ্যে কোনো পার্থক্য আছে কি,1,0,Disagreement
খালেদা জিয়া আপনার ভয়েসএখন সেস হাতেপারনা মাটেনেমে আর দরকারনেই জনগন আর আপরার হাসি ভোতেপারেনা 	Personal,1,0,Disagreement
ঝামেলা জামাল,1,0,Disagreement
এর পিছনে নিশ্চয় জামাত শিবির জড়িত,1,0,Disagreement
দয়া করে কেউ অশ্লীল কমেন্ট চোদাবেন্না আমি পরিস্থিতি নিয়ন্ত্রণের চেষ্টায় আছি,1,0,Disagreement
